ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60602,21,05/23/2021,05/29/2021,0,107,0,8601.3,73,2831,5868,227572.3,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-21,POINT (-87.628309 41.883136)
60602,23,06/06/2021,06/12/2021,0,107,0,8601.3,71,2968,5707,238585.2,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-23,POINT (-87.628309 41.883136)
60604,20,05/16/2021,05/22/2021,0,109,0,13938.6,238,4003,30435,511892.6,0.0,0.0,0,0,0.0,0.0,782,60604-2021-20,POINT (-87.629029 41.878153)
60603,21,05/23/2021,05/29/2021,1,81,85,6899.5,53,2835,4514,241482.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-21,POINT (-87.625473 41.880112)
60603,23,06/06/2021,06/12/2021,0,81,0,6899.5,42,2928,3578,249403.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-23,POINT (-87.625473 41.880112)
60607,37,09/06/2020,09/12/2020,22,678,74,2291.2,724,10325,2447,34892.4,0.0,0.0,0,4,0.0,13.5,29591,60607-2020-37,POINT (-87.652727 41.876104)
60607,38,09/13/2020,09/19/2020,25,703,84,2375.7,848,11173,2866,37758.1,0.0,0.0,0,4,0.0,13.5,29591,60607-2020-38,POINT (-87.652727 41.876104)
60607,39,09/20/2020,09/26/2020,40,743,135,2510.9,1311,12484,4430,42188.5,0.0,0.0,0,4,0.0,13.5,29591,60607-2020-39,POINT (-87.652727 41.876104)
60607,40,09/27/2020,10/03/2020,18,761,61,2571.7,1226,13710,4143,46331.7,0.0,0.0,0,4,0.0,13.5,29591,60607-2020-40,POINT (-87.652727 41.876104)
60607,41,10/04/2020,10/10/2020,34,795,115,2686.6,1211,14921,4092,50424.1,0.0,0.0,0,4,0.0,13.5,29591,60607-2020-41,POINT (-87.652727 41.876104)
60607,23,06/06/2021,06/12/2021,2,2697,7,9114.3,1022,70148,3454,237058.6,0.0,0.0,0,9,0.0,30.4,29591,60607-2021-23,POINT (-87.652727 41.876104)
60608,29,07/12/2020,07/18/2020,39,1971,49,2488.5,1861,13760,2350,17372.6,0.0,0.1,1,73,1.3,92.2,79205,60608-2020-29,POINT (-87.670366 41.849879)
60608,35,08/23/2020,08/29/2020,81,2422,102,3057.9,1910,24118,2412,30450.1,0.1,0.1,0,77,0.0,97.2,79205,60608-2020-35,POINT (-87.670366 41.849879)
60608,41,10/04/2020,10/10/2020,106,2884,134,3641.2,2140,35281,2702,44543.9,0.1,0.1,0,80,0.0,101.0,79205,60608-2020-41,POINT (-87.670366 41.849879)
60608,42,10/11/2020,10/17/2020,130,3014,164,3805.3,2179,37460,2751,47295,0.1,0.1,1,81,1.3,102.3,79205,60608-2020-42,POINT (-87.670366 41.849879)
60608,23,06/06/2021,06/12/2021,13,8167,16,10311.2,1770,115782,2235,146180.2,0.0,0.1,1,142,1.3,179.3,79205,60608-2021-23,POINT (-87.670366 41.849879)
60609,24,06/07/2020,06/13/2020,46,1788,75,2907.6,642,6968,1044,11331,0.1,0.3,2,65,3.3,105.7,61495,60609-2020-24,POINT (-87.653382 41.812017)
60609,25,06/14/2020,06/20/2020,25,1813,41,2948.2,862,7830,1402,12732.7,0.1,0.2,4,69,6.5,112.2,61495,60609-2020-25,POINT (-87.653382 41.812017)
60609,26,06/21/2020,06/27/2020,40,1853,65,3013.3,955,8785,1553,14285.7,0.0,0.2,2,71,3.3,115.5,61495,60609-2020-26,POINT (-87.653382 41.812017)
60609,27,06/28/2020,07/04/2020,44,1897,72,3084.8,888,9673,1444,15729.7,0.1,0.2,2,73,3.3,118.7,61495,60609-2020-27,POINT (-87.653382 41.812017)
60609,23,06/06/2021,06/12/2021,10,7402,16,12036.8,980,83365,1594,135563.9,0.0,0.1,1,154,1.6,250.4,61495,60609-2021-23,POINT (-87.653382 41.812017)
60610,23,06/06/2021,06/12/2021,7,3586,18,9190.4,1143,77034,2929,197426.9,0.0,0.0,0,32,0.0,82.0,39019,60610-2021-23,POINT (-87.63581 41.90455)
60611,11,03/14/2021,03/20/2021,39,2043,120,6300.5,1364,46413,4206,143135.1,0.0,0.0,1,15,3.1,46.3,32426,60611-2021-11,POINT (-87.620291 41.894734)
60611,15,04/11/2021,04/17/2021,36,2209,111,6812.4,1232,51320,3799,158268.1,0.0,0.0,0,15,0.0,46.3,32426,60611-2021-15,POINT (-87.620291 41.894734)
60611,16,04/18/2021,04/24/2021,24,2233,74,6886.4,1124,52444,3466,161734.4,0.0,0.0,0,15,0.0,46.3,32426,60611-2021-16,POINT (-87.620291 41.894734)
60611,17,04/25/2021,05/01/2021,38,2271,117,7003.6,1260,53704,3886,165620.2,0.0,0.0,0,15,0.0,46.3,32426,60611-2021-17,POINT (-87.620291 41.894734)
60611,18,05/02/2021,05/08/2021,12,2283,37,7040.6,1144,54848,3528,169148.2,0.0,0.0,1,16,3.1,49.3,32426,60611-2021-18,POINT (-87.620291 41.894734)
60611,19,05/09/2021,05/15/2021,4,2287,12,7053,980,55828,3022,172170.5,0.0,0.0,0,16,0.0,49.3,32426,60611-2021-19,POINT (-87.620291 41.894734)
60611,9,02/28/2021,03/06/2021,21,1978,65,6100,1136,43785,3503,135030.5,0.0,0.0,0,14,0.0,43.2,32426,60611-2021-9,POINT (-87.620291 41.894734)
60612,40,09/27/2020,10/03/2020,18,1017,52,2964.1,1145,16828,3337,49045.5,0.0,0.1,0,31,0.0,90.4,34311,60612-2020-40,POINT (-87.687011 41.88004)
60612,49,11/29/2020,12/05/2020,180,2188,525,6377,2206,32286,6429,94098.1,0.1,0.1,8,45,23.3,131.2,34311,60612-2020-49,POINT (-87.687011 41.88004)
60602,11,03/14/2021,03/20/2021,0,97,0,7797.4,59,2108,4743,169453.4,0.0,0.1,0,2,0.0,160.8,1244,60602-2021-11,POINT (-87.628309 41.883136)
60602,16,04/18/2021,04/24/2021,3,105,241,8440.5,72,2444,5788,196463,0.0,0.1,0,2,0.0,160.8,1244,60602-2021-16,POINT (-87.628309 41.883136)
60602,17,04/25/2021,05/01/2021,1,106,80,8520.9,80,2524,6431,202893.9,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-17,POINT (-87.628309 41.883136)
60612,50,12/06/2020,12/12/2020,141,2329,411,6787.9,2263,34549,6596,100693.7,0.1,0.1,2,47,5.8,137.0,34311,60612-2020-50,POINT (-87.687011 41.88004)
60612,52,12/20/2020,12/26/2020,57,2489,166,7254.2,1720,38380,5013,111859.2,0.0,0.1,1,50,2.9,145.7,34311,60612-2020-52,POINT (-87.687011 41.88004)
60612,53,12/27/2020,01/02/2021,98,2587,286,7539.9,1430,39810,4168,116026.9,0.1,0.1,3,53,8.7,154.5,34311,60612-2020-53,POINT (-87.687011 41.88004)
60612,1,01/03/2021,01/09/2021,101,2688,294,7834.2,2292,42102,6680,122707,0.1,0.1,0,53,0.0,154.5,34311,60612-2021-1,POINT (-87.687011 41.88004)
60602,12,03/21/2021,03/27/2021,2,99,161,7958.2,72,2180,5788,175241.2,0.1,0.1,0,2,0.0,160.8,1244,60602-2021-12,POINT (-87.628309 41.883136)
60602,13,03/28/2021,04/03/2021,1,100,80,8038.6,56,2236,4502,179742.8,0.0,0.1,0,2,0.0,160.8,1244,60602-2021-13,POINT (-87.628309 41.883136)
60602,14,04/04/2021,04/10/2021,1,101,80,8119,64,2300,5145,184887.5,0.0,0.1,0,2,0.0,160.8,1244,60602-2021-14,POINT (-87.628309 41.883136)
60602,15,04/11/2021,04/17/2021,1,102,80,8199.4,72,2372,5788,190675.2,0.0,0.1,0,2,0.0,160.8,1244,60602-2021-15,POINT (-87.628309 41.883136)
60602,18,05/02/2021,05/08/2021,0,106,0,8520.9,82,2606,6592,209485.5,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-18,POINT (-87.628309 41.883136)
60612,10,03/07/2021,03/13/2021,16,3027,47,8822.2,2311,61671,6735,179741.2,0.0,0.1,0,61,0.0,177.8,34311,60612-2021-10,POINT (-87.687011 41.88004)
60612,21,05/23/2021,05/29/2021,17,3599,50,10489.3,1259,84101,3669,245113.8,0.0,0.1,0,67,0.0,195.3,34311,60612-2021-21,POINT (-87.687011 41.88004)
60612,23,06/06/2021,06/12/2021,9,3618,26,10544.7,1501,86672,4375,252607,0.0,0.1,0,67,0.0,195.3,34311,60612-2021-23,POINT (-87.687011 41.88004)
60613,42,10/11/2020,10/17/2020,95,1029,190,2053.4,1958,24556,3907,49001.3,0.0,0.0,0,33,0.0,65.9,50113,60613-2020-42,POINT (-87.661343 41.953742)
60613,16,04/18/2021,04/24/2021,55,3822,110,7626.8,1773,85565,3538,170744.1,0.0,0.0,1,48,2.0,95.8,50113,60613-2021-16,POINT (-87.661343 41.953742)
60613,21,05/23/2021,05/29/2021,2,3898,4,7778.4,1380,94165,2754,187905.3,0.0,0.0,1,50,2.0,99.8,50113,60613-2021-21,POINT (-87.661343 41.953742)
60613,23,06/06/2021,06/12/2021,4,3906,8,7794.4,1262,96608,2518,192780.3,0.0,0.0,0,51,0.0,101.8,50113,60613-2021-23,POINT (-87.661343 41.953742)
60614,37,09/06/2020,09/12/2020,51,1080,72,1514.6,1645,26609,2307,37315.6,0.0,0.0,0,72,0.0,101.0,71308,60614-2020-37,POINT (-87.652064 41.922605)
60614,53,12/27/2020,01/02/2021,139,3984,195,5587,3561,82461,4994,115640.6,0.0,0.0,2,83,2.8,116.4,71308,60614-2020-53,POINT (-87.652064 41.922605)
60614,1,01/03/2021,01/09/2021,236,4220,331,5918,4719,87180,6618,122258.4,0.1,0.0,0,83,0.0,116.4,71308,60614-2021-1,POINT (-87.652064 41.922605)
60614,10,03/07/2021,03/13/2021,79,4969,111,6968.4,3317,117865,4652,165290,0.0,0.0,0,90,0.0,126.2,71308,60614-2021-10,POINT (-87.652064 41.922605)
60614,14,04/04/2021,04/10/2021,131,5634,184,7900.9,3032,131285,4252,184109.8,0.0,0.0,1,91,1.4,127.6,71308,60614-2021-14,POINT (-87.652064 41.922605)
60614,15,04/11/2021,04/17/2021,92,5726,129,8030,2865,134150,4018,188127.6,0.0,0.0,0,91,0.0,127.6,71308,60614-2021-15,POINT (-87.652064 41.922605)
60614,16,04/18/2021,04/24/2021,76,5802,107,8136.5,2695,136845,3779,191906.9,0.0,0.0,0,91,0.0,127.6,71308,60614-2021-16,POINT (-87.652064 41.922605)
60614,17,04/25/2021,05/01/2021,60,5862,84,8220.7,2700,139545,3786,195693.3,0.0,0.0,0,91,0.0,127.6,71308,60614-2021-17,POINT (-87.652064 41.922605)
60614,18,05/02/2021,05/08/2021,22,5884,31,8251.5,2215,141760,3106,198799.6,0.0,0.0,0,91,0.0,127.6,71308,60614-2021-18,POINT (-87.652064 41.922605)
60614,2,01/10/2021,01/16/2021,141,4361,198,6115.7,3735,90915,5238,127496.2,0.0,0.0,2,85,2.8,119.2,71308,60614-2021-2,POINT (-87.652064 41.922605)
60601,33,08/09/2020,08/15/2020,7,127,48,865.4,302,2648,2058,18044.3,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-33,POINT (-87.622844 41.886262)
60601,34,08/16/2020,08/22/2020,7,134,48,913.1,345,2993,2351,20395.2,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-34,POINT (-87.622844 41.886262)
60601,35,08/23/2020,08/29/2020,14,148,95,1008.5,421,3414,2869,23264.1,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-35,POINT (-87.622844 41.886262)
60601,36,08/30/2020,09/05/2020,14,162,95,1103.9,488,3902,3325,26589.4,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-36,POINT (-87.622844 41.886262)
60601,48,11/22/2020,11/28/2020,49,571,334,3891,578,11707,3939,79775.1,0.1,0.1,0,8,0.0,54.5,14675,60601-2020-48,POINT (-87.622844 41.886262)
60601,49,11/29/2020,12/05/2020,47,618,320,4211.2,705,12412,4804,84579.2,0.1,0.1,1,9,6.8,61.3,14675,60601-2020-49,POINT (-87.622844 41.886262)
60601,50,12/06/2020,12/12/2020,29,647,198,4408.9,673,13085,4586,89165.2,0.0,0.1,0,9,0.0,61.3,14675,60601-2020-50,POINT (-87.622844 41.886262)
60601,51,12/13/2020,12/19/2020,57,704,388,4797.3,879,13964,5990,95155,0.1,0.1,1,10,6.8,68.1,14675,60601-2020-51,POINT (-87.622844 41.886262)
60601,20,05/16/2021,05/22/2021,5,1097,34,7475.3,532,28998,3625,197601.4,0.0,0.0,0,12,0.0,81.8,14675,60601-2021-20,POINT (-87.622844 41.886262)
60601,21,05/23/2021,05/29/2021,3,1100,20,7495.7,474,29472,3230,200831.3,0.0,0.0,0,12,0.0,81.8,14675,60601-2021-21,POINT (-87.622844 41.886262)
60605,17,04/25/2021,05/01/2021,15,1939,54,7046,1003,44623,3645,162153.4,0.0,0.0,0,11,0.0,40.0,27519,60605-2021-17,POINT (-87.623449 41.867824)
60605,4,01/24/2021,01/30/2021,21,1582,76,5748.8,950,31383,3452,114041.2,0.0,0.1,0,10,0.0,36.3,27519,60605-2021-4,POINT (-87.623449 41.867824)
60614,22,05/30/2021,06/05/2021,4,5943,6,8334.3,1362,148501,1910,208252.9,0.0,0.0,0,92,0.0,129.0,71308,60614-2021-22,POINT (-87.652064 41.922605)
60614,23,06/06/2021,06/12/2021,4,5947,6,8339.9,1526,150027,2140,210392.9,0.0,0.0,1,93,1.4,130.4,71308,60614-2021-23,POINT (-87.652064 41.922605)
60615,23,06/06/2021,06/12/2021,7,2478,17,5962,974,89065,2343,214289.2,0.0,0.0,0,40,0.0,96.2,41563,60615-2021-23,POINT (-87.602725 41.801993)
60616,37,09/06/2020,09/12/2020,29,792,53,1454.2,1121,16974,2058,31165.5,0.0,0.0,0,38,0.0,69.8,54464,60616-2020-37,POINT (-87.629531 41.844869)
60616,38,09/13/2020,09/19/2020,25,817,46,1500.1,1088,18062,1998,33163.2,0.0,0.0,2,40,3.7,73.4,54464,60616-2020-38,POINT (-87.629531 41.844869)
60616,39,09/20/2020,09/26/2020,28,845,51,1551.5,1468,19530,2695,35858.5,0.0,0.0,1,41,1.8,75.3,54464,60616-2020-39,POINT (-87.629531 41.844869)
60616,40,09/27/2020,10/03/2020,28,873,51,1602.9,1348,20878,2475,38333.6,0.0,0.0,1,42,1.8,77.1,54464,60616-2020-40,POINT (-87.629531 41.844869)
60616,41,10/04/2020,10/10/2020,38,911,70,1672.7,1892,22770,3474,41807.4,0.0,0.0,0,42,0.0,77.1,54464,60616-2020-41,POINT (-87.629531 41.844869)
60602,20,05/16/2021,05/22/2021,1,107,80,8601.3,77,2758,6190,221704.2,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-20,POINT (-87.628309 41.883136)
60601,52,12/20/2020,12/26/2020,33,737,225,5022.1,646,14610,4402,99557.1,0.1,0.1,0,10,0.0,68.1,14675,60601-2020-52,POINT (-87.622844 41.886262)
60601,53,12/27/2020,01/02/2021,25,762,170,5192.5,534,15144,3639,103195.9,0.1,0.1,0,10,0.0,68.1,14675,60601-2020-53,POINT (-87.622844 41.886262)
60603,20,05/16/2021,05/22/2021,1,80,85,6814.3,68,2782,5792,236967.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-20,POINT (-87.625473 41.880112)
60605,43,10/18/2020,10/24/2020,76,556,276,2020.4,1211,13830,4401,50256.2,0.1,0.0,1,5,3.6,18.2,27519,60605-2020-43,POINT (-87.623449 41.867824)
60605,44,10/25/2020,10/31/2020,82,638,298,2318.4,1186,15016,4310,54565.9,0.1,0.0,0,5,0.0,18.2,27519,60605-2020-44,POINT (-87.623449 41.867824)
60605,45,11/01/2020,11/07/2020,112,750,407,2725.4,1210,16226,4397,58962.9,0.1,0.0,0,5,0.0,18.2,27519,60605-2020-45,POINT (-87.623449 41.867824)
60605,46,11/08/2020,11/14/2020,119,869,432,3157.8,1386,17612,5036,63999.4,0.1,0.0,0,5,0.0,18.2,27519,60605-2020-46,POINT (-87.623449 41.867824)
60605,47,11/15/2020,11/21/2020,160,1029,581,3739.2,1946,19558,7072,71070.9,0.1,0.1,1,6,3.6,21.8,27519,60605-2020-47,POINT (-87.623449 41.867824)
60605,48,11/22/2020,11/28/2020,64,1093,233,3971.8,1260,20818,4579,75649.6,0.1,0.1,0,6,0.0,21.8,27519,60605-2020-48,POINT (-87.623449 41.867824)
60605,49,11/29/2020,12/05/2020,83,1176,302,4273.4,1328,22146,4826,80475.3,0.1,0.1,1,7,3.6,25.4,27519,60605-2020-49,POINT (-87.623449 41.867824)
60605,5,01/31/2021,02/06/2021,31,1613,113,5861.4,916,32299,3329,117369.8,0.0,0.1,0,10,0.0,36.3,27519,60605-2021-5,POINT (-87.623449 41.867824)
60607,42,10/11/2020,10/17/2020,59,854,199,2886,1312,16233,4434,54857.9,0.0,0.0,0,4,0.0,13.5,29591,60607-2020-42,POINT (-87.652727 41.876104)
60607,43,10/18/2020,10/24/2020,84,938,284,3169.9,1412,17645,4772,59629.6,0.1,0.0,0,4,0.0,13.5,29591,60607-2020-43,POINT (-87.652727 41.876104)
60607,44,10/25/2020,10/31/2020,118,1056,399,3568.7,1911,19556,6458,66087.7,0.1,0.0,0,4,0.0,13.5,29591,60607-2020-44,POINT (-87.652727 41.876104)
60607,45,11/01/2020,11/07/2020,140,1196,473,4041.8,1663,21219,5620,71707.6,0.1,0.0,0,4,0.0,13.5,29591,60607-2020-45,POINT (-87.652727 41.876104)
60616,4,01/24/2021,01/30/2021,60,3156,110,5794.7,1640,56039,3011,102891.8,0.0,0.1,2,85,3.7,156.1,54464,60616-2021-4,POINT (-87.629531 41.844869)
60601,1,01/03/2021,01/09/2021,53,815,361,5553.7,802,15946,5465,108661,0.0,0.1,1,11,6.8,75.0,14675,60601-2021-1,POINT (-87.622844 41.886262)
60608,28,07/05/2020,07/11/2020,47,1932,59,2439.2,1184,11899,1495,15023,0.0,0.2,0,72,0.0,90.9,79205,60608-2020-28,POINT (-87.670366 41.849879)
60605,6,02/07/2021,02/13/2021,26,1639,94,5955.9,926,33225,3365,120734.8,0.0,0.1,0,10,0.0,36.3,27519,60605-2021-6,POINT (-87.623449 41.867824)
60606,16,04/12/2020,04/18/2020,6,13,194,419.2,34,131,1096,4224.4,0.4,0.2,0,0,0.0,0.0,3101,60606-2020-16,POINT (-87.63676 41.882634)
60610,33,08/09/2020,08/15/2020,20,461,51,1181.5,868,10161,2225,26041.2,0.0,0.0,0,10,0.0,25.6,39019,60610-2020-33,POINT (-87.63581 41.90455)
60610,34,08/16/2020,08/22/2020,40,501,102,1284,935,11096,2396,28437.4,0.0,0.0,0,10,0.0,25.6,39019,60610-2020-34,POINT (-87.63581 41.90455)
60610,35,08/23/2020,08/29/2020,22,523,56,1340.4,824,11920,2112,30549.2,0.0,0.0,0,10,0.0,25.6,39019,60610-2020-35,POINT (-87.63581 41.90455)
60610,36,08/30/2020,09/05/2020,34,557,87,1427.5,971,12891,2488,33037.8,0.0,0.0,0,10,0.0,25.6,39019,60610-2020-36,POINT (-87.63581 41.90455)
60610,37,09/06/2020,09/12/2020,35,592,90,1517.2,809,13700,2073,35111.1,0.1,0.0,0,10,0.0,25.6,39019,60610-2020-37,POINT (-87.63581 41.90455)
60610,38,09/13/2020,09/19/2020,48,640,123,1640.2,1214,14914,3111,38222.4,0.0,0.0,0,10,0.0,25.6,39019,60610-2020-38,POINT (-87.63581 41.90455)
60617,17,04/25/2021,05/01/2021,139,7943,168,9623.9,1997,86139,2420,104367.9,0.1,0.1,3,159,3.6,192.6,82534,60617-2021-17,POINT (-87.556897 41.721257)
60617,18,05/02/2021,05/08/2021,94,8037,114,9737.8,1841,87980,2231,106598.5,0.1,0.1,2,161,2.4,195.1,82534,60617-2021-18,POINT (-87.556897 41.721257)
60617,2,01/10/2021,01/16/2021,207,6525,251,7905.8,2011,61806,2437,74885.5,0.1,0.1,2,123,2.4,149.0,82534,60617-2021-2,POINT (-87.556897 41.721257)
60617,20,05/16/2021,05/22/2021,89,8217,108,9955.9,1879,91543,2277,110915.5,0.1,0.1,3,164,3.6,198.7,82534,60617-2021-20,POINT (-87.556897 41.721257)
60617,23,06/06/2021,06/12/2021,10,8310,12,10068.6,1261,95928,1528,116228.5,0.0,0.1,1,165,1.2,199.9,82534,60617-2021-23,POINT (-87.556897 41.721257)
60618,19,05/09/2021,05/15/2021,49,8515,52,9020.6,2276,129929,2411,137643.9,0.0,0.1,0,121,0.0,128.2,94395,60618-2021-19,POINT (-87.703343 41.946699)
60618,21,05/23/2021,05/29/2021,16,8555,17,9063,2006,134072,2125,142032.9,0.0,0.1,1,122,1.1,129.2,94395,60618-2021-21,POINT (-87.703343 41.946699)
60618,22,05/30/2021,06/05/2021,15,8570,16,9078.9,1866,135938,1977,144009.7,0.0,0.1,1,123,1.1,130.3,94395,60618-2021-22,POINT (-87.703343 41.946699)
60618,23,06/06/2021,06/12/2021,17,8587,18,9096.9,1874,137812,1985,145995,0.0,0.1,2,125,2.1,132.4,94395,60618-2021-23,POINT (-87.703343 41.946699)
60618,9,02/28/2021,03/06/2021,67,7486,71,7930.5,2371,103165,2512,109290.7,0.0,0.1,0,111,0.0,117.6,94395,60618-2021-9,POINT (-87.703343 41.946699)
60619,39,09/20/2020,09/26/2020,26,1419,42,2316.4,860,22037,1404,35974.1,0.0,0.1,1,69,1.6,112.6,61258,60619-2020-39,POINT (-87.60569 41.744737)
60619,40,09/27/2020,10/03/2020,38,1457,62,2378.5,1112,23149,1815,37789.3,0.0,0.1,1,70,1.6,114.3,61258,60619-2020-40,POINT (-87.60569 41.744737)
60619,14,04/04/2021,04/10/2021,143,4287,233,6998.3,1922,63668,3138,103934.2,0.1,0.1,4,126,6.5,205.7,61258,60619-2021-14,POINT (-87.60569 41.744737)
60601,10,03/07/2021,03/13/2021,15,937,102,6385,690,21447,4702,146146.5,0.0,0.0,0,11,0.0,75.0,14675,60601-2021-10,POINT (-87.622844 41.886262)
60601,11,03/14/2021,03/20/2021,28,965,191,6575.8,977,22424,6658,152804.1,0.0,0.0,0,11,0.0,75.0,14675,60601-2021-11,POINT (-87.622844 41.886262)
60606,17,04/19/2020,04/25/2020,2,15,64,483.7,51,182,1645,5869.1,0.2,0.2,0,0,0.0,0.0,3101,60606-2020-17,POINT (-87.63676 41.882634)
60606,18,04/26/2020,05/02/2020,2,17,64,548.2,44,226,1419,7288,0.2,0.2,0,0,0.0,0.0,3101,60606-2020-18,POINT (-87.63676 41.882634)
60606,19,05/03/2020,05/09/2020,2,19,64,612.7,54,280,1741,9029.3,0.2,0.2,0,0,0.0,0.0,3101,60606-2020-19,POINT (-87.63676 41.882634)
60606,33,08/09/2020,08/15/2020,6,55,194,1773.6,135,1903,4353,61367.3,0.1,0.1,0,1,0.0,32.2,3101,60606-2020-33,POINT (-87.63676 41.882634)
60606,43,10/18/2020,10/24/2020,11,95,355,3063.5,156,3249,5031,104772.7,0.1,0.1,0,1,0.0,32.2,3101,60606-2020-43,POINT (-87.63676 41.882634)
60606,20,05/16/2021,05/22/2021,4,323,129,10416,210,9336,6772,301064.2,0.0,0.1,0,3,0.0,96.7,3101,60606-2021-20,POINT (-87.63676 41.882634)
60612,21,05/17/2020,05/23/2020,64,648,186,1888.6,440,3182,1282,9274,0.1,0.2,3,22,8.7,64.1,34311,60612-2020-21,POINT (-87.687011 41.88004)
60612,46,11/08/2020,11/14/2020,203,1657,592,4829.4,1991,25139,5803,73268,0.1,0.1,2,33,5.8,96.2,34311,60612-2020-46,POINT (-87.687011 41.88004)
60612,47,11/15/2020,11/21/2020,218,1875,635,5464.7,2756,27895,8032,81300.5,0.1,0.1,3,36,8.7,104.9,34311,60612-2020-47,POINT (-87.687011 41.88004)
60612,48,11/22/2020,11/28/2020,133,2008,388,5852.4,2185,30080,6368,87668.7,0.1,0.1,1,37,2.9,107.8,34311,60612-2020-48,POINT (-87.687011 41.88004)
60619,15,04/11/2021,04/17/2021,159,4446,260,7257.8,1982,65650,3236,107169.7,0.1,0.1,2,128,3.3,209.0,61258,60619-2021-15,POINT (-87.60569 41.744737)
60619,18,05/02/2021,05/08/2021,97,4755,158,7762.3,1997,71454,3260,116644.4,0.1,0.1,0,132,0.0,215.5,61258,60619-2021-18,POINT (-87.60569 41.744737)
60619,21,05/23/2021,05/29/2021,31,4932,51,8051.2,1786,77024,2916,125737,0.0,0.1,0,135,0.0,220.4,61258,60619-2021-21,POINT (-87.60569 41.744737)
60619,23,06/06/2021,06/12/2021,17,4978,28,8126.3,1460,79931,2383,130482.5,0.0,0.1,0,138,0.0,225.3,61258,60619-2021-23,POINT (-87.60569 41.744737)
60619,6,02/07/2021,02/13/2021,40,3788,65,6183.7,1267,52152,2068,85135,0.0,0.1,0,115,0.0,187.7,61258,60619-2021-6,POINT (-87.60569 41.744737)
60619,8,02/21/2021,02/27/2021,40,3853,65,6289.8,1411,54690,2303,89278.1,0.0,0.1,1,116,1.6,189.4,61258,60619-2021-8,POINT (-87.60569 41.744737)
60614,30,07/19/2020,07/25/2020,40,735,56,1030.7,1488,13671,2087,19171.8,0.0,0.0,0,70,0.0,98.2,71308,60614-2020-30,POINT (-87.652064 41.922605)
60614,31,07/26/2020,08/01/2020,43,778,60,1091,1685,15356,2363,21534.8,0.0,0.0,0,70,0.0,98.2,71308,60614-2020-31,POINT (-87.652064 41.922605)
60606,21,05/23/2021,05/29/2021,2,325,64,10480.5,188,9524,6063,307126.7,0.0,0.1,0,3,0.0,96.7,3101,60606-2021-21,POINT (-87.63676 41.882634)
60607,13,03/28/2021,04/03/2021,48,2466,162,8333.6,1853,56657,6262,191467,0.0,0.0,0,8,0.0,27.0,29591,60607-2021-13,POINT (-87.652727 41.876104)
60607,20,05/16/2021,05/22/2021,12,2686,41,9077.1,1124,67268,3798,227325.9,0.0,0.0,0,9,0.0,30.4,29591,60607-2021-20,POINT (-87.652727 41.876104)
60607,21,05/23/2021,05/29/2021,5,2691,17,9094,921,68189,3112,230438.3,0.0,0.0,0,9,0.0,30.4,29591,60607-2021-21,POINT (-87.652727 41.876104)
60607,22,05/30/2021,06/05/2021,4,2695,14,9107.5,937,69126,3166,233604.8,0.0,0.0,0,9,0.0,30.4,29591,60607-2021-22,POINT (-87.652727 41.876104)
60608,36,08/30/2020,09/05/2020,59,2481,74,3132.4,1724,25842,2177,32626.7,0.1,0.1,1,78,1.3,98.5,79205,60608-2020-36,POINT (-87.670366 41.849879)
60608,37,09/06/2020,09/12/2020,82,2563,104,3235.9,1627,27469,2054,34680.9,0.1,0.1,1,79,1.3,99.7,79205,60608-2020-37,POINT (-87.670366 41.849879)
60608,38,09/13/2020,09/19/2020,75,2638,95,3330.6,1846,29315,2331,37011.6,0.0,0.1,0,79,0.0,99.7,79205,60608-2020-38,POINT (-87.670366 41.849879)
60608,39,09/20/2020,09/26/2020,70,2708,88,3419,1878,31193,2371,39382.6,0.0,0.1,1,80,1.3,101.0,79205,60608-2020-39,POINT (-87.670366 41.849879)
60608,40,09/27/2020,10/03/2020,70,2778,88,3507.4,1948,33141,2459,41842.1,0.0,0.1,0,80,0.0,101.0,79205,60608-2020-40,POINT (-87.670366 41.849879)
60614,32,08/02/2020,08/08/2020,48,826,67,1158.4,1833,17189,2570,24105.3,0.0,0.0,0,70,0.0,98.2,71308,60614-2020-32,POINT (-87.652064 41.922605)
60608,51,12/13/2020,12/19/2020,198,6176,250,7797.5,2788,63696,3520,80419.2,0.1,0.1,5,114,6.3,143.9,79205,60608-2020-51,POINT (-87.670366 41.849879)
